Month,Wood CO2 Emissions,Biomass Waste CO2 Emissions,"Fuel Ethanol, Excluding Denaturant, CO2 Emissions",Biodiesel CO2 Emissions,Biomass CO2 Emissions,Biomass Residential Sector CO2 Emissions,Biomass Commercial Sector CO2 Emissions,Biomass Industrial Sector CO2 Emissions,Biomass Transportation Sector CO2 Emissions,Biomass Electric Power Sector CO2 Emissions,Biomass CO2 Emissions.1
2016-10-01,16.795,3.693,6.816,1.851,29.154,3.533,1.083,12.681,8.415,3.442,29.154
2016-11-01,17.095,3.929,6.725,1.909,29.659,3.419,1.078,12.919,8.386,3.857,29.659
2016-12-01,19.461,4.046,7.085,1.951,32.543,3.533,1.116,14.927,8.773,4.193,32.543
2017-01-01,17.567,4.029,6.449,0.953,28.999,3.422,1.206,13.024,7.168,4.179,28.999
2017-02-01,15.957,3.59,5.987,1.049,26.582,3.091,1.081,11.853,6.818,3.739,26.582
2017-03-01,17.466,3.934,6.795,1.409,29.604,3.422,1.164,12.893,7.957,4.169,29.604
2017-04-01,16.348,3.676,6.664,1.544,28.232,3.312,1.131,12.23,7.966,3.593,28.232
2017-05-01,16.724,3.752,7.102,1.879,29.457,3.422,1.176,12.427,8.723,3.71,29.457
2017-06-01,17.014,3.632,7.099,1.864,29.609,3.312,1.148,12.57,8.705,3.873,29.609
2017-07-01,17.661,3.721,7.002,1.751,30.135,3.422,1.183,12.991,8.499,4.04,30.135
2017-08-01,17.835,3.73,7.287,1.901,30.753,3.422,1.191,13.094,8.922,4.123,30.753
2017-09-01,16.382,3.467,6.812,1.63,28.291,3.312,1.107,11.994,8.194,3.683,28.291
2017-10-01,16.988,3.668,7.059,1.601,29.315,3.422,1.15,12.606,8.404,3.733,29.315
2017-11-01,17.058,3.78,6.917,1.562,29.317,3.312,1.155,12.734,8.228,3.889,29.317
2017-12-01,17.95,3.94,6.896,1.563,30.349,3.422,1.193,13.33,8.209,4.195,30.349
2018-01-01,18.377,3.93,6.857,1.129,30.293,4.181,1.103,13.053,7.733,4.223,30.293
2018-02-01,16.473,3.642,5.835,1.076,27.027,3.777,1.003,11.704,6.696,3.847,27.027
2018-03-01,18.013,3.922,6.802,1.488,30.224,4.181,1.103,12.85,8.039,4.051,30.224
2018-04-01,16.865,3.688,6.371,1.461,28.386,4.046,1.052,12.14,7.597,3.55,28.386
2018-05-01,17.666,3.696,7.36,1.572,30.293,4.181,1.103,12.653,8.659,3.696,30.293
2018-06-01,17.421,3.537,6.948,1.673,29.578,4.046,1.076,12.237,8.364,3.855,29.578
2018-07-01,18.322,3.583,7.201,1.569,30.675,4.181,1.102,12.87,8.504,4.017,30.675
2018-08-01,18.165,3.618,7.421,1.756,30.96,4.181,1.118,12.817,8.902,3.941,30.96
2018-09-01,16.971,3.312,6.383,1.604,28.271,4.046,1.028,11.994,7.752,3.451,28.271
2018-10-01,17.432,3.714,7.036,1.606,29.788,4.181,1.081,12.536,8.382,3.608,29.788
2018-11-01,17.249,3.713,6.771,1.486,29.219,4.046,1.059,12.447,8.007,3.659,29.219
2018-12-01,18.275,3.848,6.912,1.516,30.552,4.181,1.112,13.305,8.173,3.781,30.552
2019-01-01,18.359,3.581,6.346,1.17,29.457,4.346,1.077,12.957,7.281,3.796,29.457
2019-02-01,16.452,3.224,6.408,1.227,27.312,3.925,0.977,11.738,7.398,3.274,27.312
2019-03-01,17.699,3.485,6.747,1.497,29.429,4.346,1.054,12.596,7.995,3.438,29.429
2019-04-01,16.614,3.225,6.645,1.473,27.957,4.206,0.98,11.809,7.872,3.091,27.957
2019-05-01,17.322,3.266,7.304,1.597,29.49,4.346,1.005,12.136,8.631,3.372,29.49
2019-06-01,17.034,3.282,7.108,1.498,28.922,4.206,1.016,11.98,8.343,3.379,28.922
2019-07-01,17.979,3.314,7.133,1.598,30.024,4.346,1.037,12.509,8.467,3.665,30.024
2019-08-01,18.069,3.356,7.076,1.529,30.029,4.346,1.046,12.564,8.343,3.731,30.029
2019-09-01,16.997,3.139,6.603,1.414,28.153,4.206,1.004,11.806,7.772,3.364,28.153
2019-10-01,17.27,3.381,7.189,1.409,29.248,4.346,1.034,12.3,8.331,3.238,29.248
2019-11-01,17.185,3.353,7.015,1.284,28.837,4.206,1.008,12.263,8.04,3.321,28.837
2019-12-01,17.936,3.522,6.986,1.382,29.826,4.346,1.041,12.732,8.109,3.599,29.826
2020-01-01,16.231,3.597,6.797,1.24,27.865,2.742,1.065,12.696,7.745,3.617,27.865
2020-02-01,15.265,3.305,6.238,1.347,26.155,2.565,0.988,11.921,7.317,3.364,26.155
2020-03-01,15.84,3.539,5.439,1.381,26.199,2.742,1.022,12.403,6.586,3.447,26.199
2020-04-01,14.86,3.311,3.854,1.395,23.421,2.653,0.928,11.743,5.083,3.013,23.421
2020-05-01,15.319,3.377,5.565,1.388,25.649,2.742,1.009,12.016,6.713,3.168,25.649
2020-06-01,14.69,3.109,6.415,1.468,25.682,2.653,1.007,11.383,7.607,3.032,25.682
2020-07-01,15.192,3.257,6.398,1.685,26.532,2.742,1.033,11.602,7.808,3.347,26.532
2020-08-01,15.419,3.304,6.329,1.547,26.599,2.742,1.031,11.709,7.603,3.514,26.599
2020-09-01,14.689,3.107,6.278,1.609,25.682,2.653,0.983,11.301,7.617,3.129,25.682
2020-10-01,15.188,3.294,6.029,1.525,26.036,2.742,1.0,11.911,7.294,3.088,26.036
2020-11-01,15.171,3.241,6.189,1.453,26.054,2.653,0.983,11.853,7.376,3.189,26.054
2020-12-01,15.94,3.442,6.298,1.64,27.32,2.742,1.012,12.453,7.667,3.447,27.32
2021-01-01,16.011,3.48,5.59,0.989,26.07,2.741,1.014,12.429,6.359,3.526,26.07
2021-02-01,14.334,3.071,5.255,1.231,23.892,2.476,0.916,10.975,6.279,3.245,23.892
2021-03-01,15.627,3.433,6.608,1.419,27.087,2.741,1.027,12.171,7.767,3.38,27.087
2021-04-01,15.091,3.221,6.24,1.399,25.952,2.653,0.985,11.944,7.394,2.975,25.952
2021-05-01,15.632,3.302,7.056,1.451,27.44,2.741,1.011,12.297,8.23,3.161,27.44
2021-06-01,15.304,3.105,6.915,1.29,26.614,2.653,1.016,11.74,7.933,3.272,26.614
2021-07-01,16.153,3.235,7.115,1.373,27.876,2.741,1.07,12.326,8.208,3.531,27.876
2021-08-01,16.011,3.199,6.902,1.435,27.547,2.741,1.062,12.197,8.066,3.481,27.547
2021-09-01,15.306,3.127,6.521,1.293,26.247,2.653,1.023,11.8,7.558,3.213,26.247
2021-10-01,15.283,3.208,7.204,1.433,27.128,2.741,1.023,12.016,8.354,2.994,27.128
2021-11-01,14.985,3.196,6.847,1.364,26.392,2.653,1.006,11.698,7.942,3.093,26.392
2021-12-01,15.927,3.446,6.793,1.435,27.601,2.741,1.047,12.457,7.961,3.395,27.601
2022-01-01,16.289,3.319,6.19,1.06,26.859,3.366,1.32,12.084,6.977,3.112,26.859
2022-02-01,14.885,3.017,5.769,1.104,24.775,3.04,1.214,10.967,6.619,2.936,24.775
2022-03-01,15.741,3.335,6.839,1.342,27.257,3.366,1.315,11.723,7.879,2.974,27.257
2022-04-01,15.297,3.092,6.38,1.399,26.168,3.257,1.28,11.53,7.498,2.604,26.168
2022-05-01,15.854,3.137,6.931,1.278,27.2,3.366,1.341,11.874,7.903,2.717,27.2
2022-06-01,15.683,3.022,6.908,1.368,26.982,3.257,1.345,11.514,7.971,2.894,26.982
2022-07-01,16.356,3.083,6.697,1.311,27.447,3.366,1.364,11.908,7.713,3.097,27.447
2022-08-01,16.237,3.066,7.095,1.347,27.745,3.366,1.375,11.808,8.129,3.068,27.745
2022-09-01,15.156,2.923,6.418,1.259,25.756,3.257,1.292,11.007,7.394,2.805,25.756
2022-10-01,15.181,3.118,7.016,1.415,26.73,3.366,1.331,11.253,8.122,2.657,26.73
2022-11-01,15.296,3.096,6.737,1.479,26.608,3.257,1.32,11.378,7.919,2.734,26.608
2022-12-01,15.798,3.19,6.597,1.258,26.843,3.366,1.315,11.647,7.563,2.952,26.843
2023-01-01,16.089,3.171,6.493,1.285,27.039,3.588,1.303,11.73,7.491,2.926,27.039
2023-02-01,14.279,2.84,5.806,1.25,24.175,3.24,1.168,10.36,6.8,2.607,24.175
2023-03-01,15.625,3.05,6.933,1.474,27.082,3.588,1.284,11.348,8.101,2.762,27.082
2023-04-01,14.379,2.874,6.455,1.27,24.979,3.472,1.234,10.5,7.44,2.333,24.979
2023-05-01,15.272,3.064,6.954,1.673,26.964,3.588,1.303,11.129,8.321,2.624,26.964
2023-06-01,14.579,2.865,6.961,1.684,26.089,3.472,1.304,10.332,8.337,2.644,26.089
2023-07-01,15.285,2.964,6.811,1.544,26.604,3.588,1.33,10.835,8.055,2.797,26.604
2023-08-01,15.503,2.955,7.2,1.59,27.249,3.588,1.348,11.035,8.472,2.807,27.249
2023-09-01,14.765,2.778,6.491,1.702,25.737,3.472,1.271,10.651,7.907,2.436,25.737
2023-10-01,14.71,2.994,7.152,1.656,26.512,3.588,1.307,10.718,8.493,2.406,26.512
2023-11-01,15.044,2.972,6.732,1.567,26.314,3.472,1.288,11.067,8.001,2.486,26.314
2023-12-01,15.589,3.223,6.699,1.491,27.002,3.588,1.35,11.41,7.894,2.76,27.002
2024-01-01,15.018,3.094,6.165,1.467,25.743,3.195,1.313,11.142,7.36,2.733,25.743
2024-02-01,13.588,2.811,6.263,1.578,24.241,2.989,1.208,10.188,7.565,2.291,24.241
2024-03-01,14.671,2.951,6.726,1.474,25.821,3.195,1.259,11.082,7.903,2.382,25.821
2024-04-01,14.225,2.804,6.188,1.659,24.875,3.092,1.21,10.835,7.573,2.165,24.875
2024-05-01,14.645,2.95,7.36,1.586,26.541,3.195,1.3,10.975,8.622,2.449,26.541
2024-06-01,13.961,2.719,6.607,1.61,24.896,3.092,1.252,10.228,7.925,2.398,24.896
2024-07-01,14.484,2.859,7.112,1.505,25.96,3.195,1.322,10.649,8.303,2.49,25.96
2024-08-01,14.929,2.854,7.088,1.434,26.306,3.195,1.305,11.044,8.209,2.552,26.306
2024-09-01,14.417,2.692,6.669,1.392,25.17,3.092,1.216,10.753,7.767,2.342,25.17
